Oord,Sord,AxLab,FarSource,SID,ExperimentName,Phase,Subject,Pic,Trial,Question,Rating,FaceDist
15853,H,SP-R,L,SP-R_L9,SP-R_LB_Final1,Rating,9,Mark.bmp,2,Trust,15,Far
15870,H,SP-R,L,SP-R_L9,SP-R_LB_Final1,Rating,9,Adam.bmp,1,Attract,50,Close
15871,H,SP-R,L,SP-R_L9,SP-R_LB_Final1,Rating,9,Mark.bmp,2,Attract,50,Far
19465,H,SP-R,R,SP-R_R1,SP-R_RB_Final1,Rating,1,Adam.bmp,1,Know,99,Close
19466,H,SP-R,R,SP-R_R1,SP-R_RB_Final1,Rating,1,Mark.bmp,2,Know,68,Far
19483,H,SP-R,R,SP-R_R1,SP-R_RB_Final1,Rating,1,Adam.bmp,2,Acc,99,Close
19484,H,SP-R,R,SP-R_R1,SP-R_RB_Final1,Rating,1,Mark.bmp,1,Acc,78,Far
19501,H,SP-R,R,SP-R_R1,SP-R_RB_Final1,Rating,1,Adam.bmp,1,Trust,99,Close
19502,H,SP-R,R,SP-R_R1,SP-R_RB_Final1,Rating,1,Mark.bmp,2,Trust,50,Far
19519,H,SP-R,R,SP-R_R1,SP-R_RB_Final1,Rating,1,Adam.bmp,2,Attract,52,Close
19520,H,SP-R,R,SP-R_R1,SP-R_RB_Final1,Rating,1,Mark.bmp,1,Attract,70,Far
19467,H,SP-R,R,SP-R_R2,SP-R_RB_Final1,Rating,2,Adam.bmp,1,Know,92,Far
19468,H,SP-R,R,SP-R_R2,SP-R_RB_Final1,Rating,2,Mark.bmp,2,Know,85,Close
19485,H,SP-R,R,SP-R_R2,SP-R_RB_Final1,Rating,2,Adam.bmp,1,Acc,92,Far
19486,H,SP-R,R,SP-R_R2,SP-R_RB_Final1,Rating,2,Mark.bmp,2,Acc,76,Close
19503,H,SP-R,R,SP-R_R2,SP-R_RB_Final1,Rating,2,Adam.bmp,1,Trust,87,Far
19504,H,SP-R,R,SP-R_R2,SP-R_RB_Final1,Rating,2,Mark.bmp,2,Trust,85,Close
19521,H,SP-R,R,SP-R_R2,SP-R_RB_Final1,Rating,2,Adam.bmp,1,Attract,72,Far
19522,H,SP-R,R,SP-R_R2,SP-R_RB_Final1,Rating,2,Mark.bmp,2,Attract,52,Close
19469,H,SP-R,R,SP-R_R3,SP-R_RB_Final1,Rating,3,Adam.bmp,2,Know,12,Close
19470,H,SP-R,R,SP-R_R3,SP-R_RB_Final1,Rating,3,Mark.bmp,1,Know,78,Far
19487,H,SP-R,R,SP-R_R3,SP-R_RB_Final1,Rating,3,Adam.bmp,1,Acc,38,Close
19488,H,SP-R,R,SP-R_R3,SP-R_RB_Final1,Rating,3,Mark.bmp,2,Acc,81,Far
19505,H,SP-R,R,SP-R_R3,SP-R_RB_Final1,Rating,3,Adam.bmp,2,Trust,48,Close
19506,H,SP-R,R,SP-R_R3,SP-R_RB_Final1,Rating,3,Mark.bmp,1,Trust,78,Far
19523,H,SP-R,R,SP-R_R3,SP-R_RB_Final1,Rating,3,Adam.bmp,1,Attract,50,Close
19524,H,SP-R,R,SP-R_R3,SP-R_RB_Final1,Rating,3,Mark.bmp,2,Attract,13,Far
19471,H,SP-R,R,SP-R_R4,SP-R_RB_Final1,Rating,4,Adam.bmp,1,Know,35,Far
19472,H,SP-R,R,SP-R_R4,SP-R_RB_Final1,Rating,4,Mark.bmp,2,Know,50,Close
19489,H,SP-R,R,SP-R_R4,SP-R_RB_Final1,Rating,4,Adam.bmp,1,Acc,42,Far
19490,H,SP-R,R,SP-R_R4,SP-R_RB_Final1,Rating,4,Mark.bmp,2,Acc,52,Close
19507,H,SP-R,R,SP-R_R4,SP-R_RB_Final1,Rating,4,Adam.bmp,1,Trust,47,Far
19508,H,SP-R,R,SP-R_R4,SP-R_RB_Final1,Rating,4,Mark.bmp,2,Trust,53,Close
19525,H,SP-R,R,SP-R_R4,SP-R_RB_Final1,Rating,4,Adam.bmp,1,Attract,47,Far
19526,H,SP-R,R,SP-R_R4,SP-R_RB_Final1,Rating,4,Mark.bmp,2,Attract,53,Close
19473,H,SP-R,R,SP-R_R5,SP-R_RB_Final1,Rating,5,Adam.bmp,2,Know,16,Close
19474,H,SP-R,R,SP-R_R5,SP-R_RB_Final1,Rating,5,Mark.bmp,1,Know,72,Far
19491,H,SP-R,R,SP-R_R5,SP-R_RB_Final1,Rating,5,Adam.bmp,1,Acc,81,Close
19492,H,SP-R,R,SP-R_R5,SP-R_RB_Final1,Rating,5,Mark.bmp,2,Acc,81,Far
19509,H,SP-R,R,SP-R_R5,SP-R_RB_Final1,Rating,5,Adam.bmp,2,Trust,27,Close
19510,H,SP-R,R,SP-R_R5,SP-R_RB_Final1,Rating,5,Mark.bmp,1,Trust,81,Far
19527,H,SP-R,R,SP-R_R5,SP-R_RB_Final1,Rating,5,Adam.bmp,2,Attract,50,Close
19528,H,SP-R,R,SP-R_R5,SP-R_RB_Final1,Rating,5,Mark.bmp,1,Attract,50,Far
19475,H,SP-R,R,SP-R_R6,SP-R_RB_Final1,Rating,6,Adam.bmp,1,Know,39,Far
19476,H,SP-R,R,SP-R_R6,SP-R_RB_Final1,Rating,6,Mark.bmp,2,Know,58,Close
19493,H,SP-R,R,SP-R_R6,SP-R_RB_Final1,Rating,6,Adam.bmp,2,Acc,50,Far
19494,H,SP-R,R,SP-R_R6,SP-R_RB_Final1,Rating,6,Mark.bmp,1,Acc,62,Close
19511,H,SP-R,R,SP-R_R6,SP-R_RB_Final1,Rating,6,Adam.bmp,1,Trust,45,Far
19512,H,SP-R,R,SP-R_R6,SP-R_RB_Final1,Rating,6,Mark.bmp,2,Trust,56,Close
19529,H,SP-R,R,SP-R_R6,SP-R_RB_Final1,Rating,6,Adam.bmp,2,Attract,7,Far
19530,H,SP-R,R,SP-R_R6,SP-R_RB_Final1,Rating,6,Mark.bmp,1,Attract,1,Close
19477,H,SP-R,R,SP-R_R7,SP-R_RB_Final1,Rating,7,Adam.bmp,1,Know,68,Close
19478,H,SP-R,R,SP-R_R7,SP-R_RB_Final1,Rating,7,Mark.bmp,2,Know,67,Far
19495,H,SP-R,R,SP-R_R7,SP-R_RB_Final1,Rating,7,Adam.bmp,2,Acc,72,Close
19496,H,SP-R,R,SP-R_R7,SP-R_RB_Final1,Rating,7,Mark.bmp,1,Acc,65,Far
19513,H,SP-R,R,SP-R_R7,SP-R_RB_Final1,Rating,7,Adam.bmp,2,Trust,68,Close
19514,H,SP-R,R,SP-R_R7,SP-R_RB_Final1,Rating,7,Mark.bmp,1,Trust,67,Far
19531,H,SP-R,R,SP-R_R7,SP-R_RB_Final1,Rating,7,Adam.bmp,1,Attract,75,Close
19532,H,SP-R,R,SP-R_R7,SP-R_RB_Final1,Rating,7,Mark.bmp,2,Attract,67,Far
19479,H,SP-R,R,SP-R_R8,SP-R_RB_Final1,Rating,8,Adam.bmp,2,Know,59,Far
19480,H,SP-R,R,SP-R_R8,SP-R_RB_Final1,Rating,8,Mark.bmp,1,Know,64,Close
19497,H,SP-R,R,SP-R_R8,SP-R_RB_Final1,Rating,8,Adam.bmp,2,Acc,67,Far
19498,H,SP-R,R,SP-R_R8,SP-R_RB_Final1,Rating,8,Mark.bmp,1,Acc,59,Close
19515,H,SP-R,R,SP-R_R8,SP-R_RB_Final1,Rating,8,Adam.bmp,2,Trust,55,Far
19516,H,SP-R,R,SP-R_R8,SP-R_RB_Final1,Rating,8,Mark.bmp,1,Trust,52,Close
19533,H,SP-R,R,SP-R_R8,SP-R_RB_Final1,Rating,8,Adam.bmp,2,Attract,50,Far
19534,H,SP-R,R,SP-R_R8,SP-R_RB_Final1,Rating,8,Mark.bmp,1,Attract,48,Close
19481,H,SP-R,R,SP-R_R9,SP-R_RB_Final1,Rating,9,Adam.bmp,1,Know,68,Close
19482,H,SP-R,R,SP-R_R9,SP-R_RB_Final1,Rating,9,Mark.bmp,2,Know,67,Far
19499,H,SP-R,R,SP-R_R9,SP-R_RB_Final1,Rating,9,Adam.bmp,2,Acc,50,Close
19500,H,SP-R,R,SP-R_R9,SP-R_RB_Final1,Rating,9,Mark.bmp,1,Acc,50,Far
19517,H,SP-R,R,SP-R_R9,SP-R_RB_Final1,Rating,9,Adam.bmp,2,Trust,68,Close
19518,H,SP-R,R,SP-R_R9,SP-R_RB_Final1,Rating,9,Mark.bmp,1,Trust,68,Far
19535,H,SP-R,R,SP-R_R9,SP-R_RB_Final1,Rating,9,Adam.bmp,1,Attract,50,Close
19536,H,SP-R,R,SP-R_R9,SP-R_RB_Final1,Rating,9,Mark.bmp,2,Attract,50,Far
23526,H,SP-R,C,SP-R_C1,SP-R_Ctrl_Final1,Rating,1,Adam.bmp,3,Knowledge,70,Close
23527,H,SP-R,C,SP-R_C1,SP-R_Ctrl_Final1,Rating,1,Mark.bmp,3,Knowledge,30,Far
23528,H,SP-R,C,SP-R_C2,SP-R_Ctrl_Final1,Rating,2,NA,3,Knowledge,NA,NA
23529,H,SP-R,C,SP-R_C2,SP-R_Ctrl_Final1,Rating,2,NA,3,Knowledge,NA,NA
23530,H,SP-R,C,SP-R_C3,SP-R_Ctrl_Final1,Rating,3,Adam.bmp,3,Knowledge,50,Close
23531,H,SP-R,C,SP-R_C3,SP-R_Ctrl_Final1,Rating,3,Mark.bmp,3,Knowledge,50,Far
23532,H,SP-R,C,SP-R_C4,SP-R_Ctrl_Final1,Rating,4,Adam.bmp,3,Knowledge,36,Far
23533,H,SP-R,C,SP-R_C4,SP-R_Ctrl_Final1,Rating,4,Mark.bmp,3,Knowledge,68,Close
23534,H,SP-R,C,SP-R_C5,SP-R_Ctrl_Final1,Rating,5,Adam.bmp,3,Knowledge,84,Close
23535,H,SP-R,C,SP-R_C5,SP-R_Ctrl_Final1,Rating,5,Mark.bmp,3,Knowledge,24,Far
23536,H,SP-R,C,SP-R_C6,SP-R_Ctrl_Final1,Rating,6,Adam.bmp,3,Knowledge,99,Far
23537,H,SP-R,C,SP-R_C6,SP-R_Ctrl_Final1,Rating,6,Mark.bmp,3,Knowledge,99,Close
23538,H,SP-R,C,SP-R_C7,SP-R_Ctrl_Final1,Rating,7,Adam.bmp,3,Knowledge,39,Close
23539,H,SP-R,C,SP-R_C7,SP-R_Ctrl_Final1,Rating,7,Mark.bmp,3,Knowledge,35,Far
23540,H,SP-R,C,SP-R_C8,SP-R_Ctrl_Final1,Rating,8,Adam.bmp,3,Knowledge,28,Far
23541,H,SP-R,C,SP-R_C8,SP-R_Ctrl_Final1,Rating,8,Mark.bmp,3,Knowledge,25,Close
23542,H,SP-R,C,SP-R_C9,SP-R_Ctrl_Final1,Rating,9,Adam.bmp,3,Knowledge,65,Close
23543,H,SP-R,C,SP-R_C9,SP-R_Ctrl_Final1,Rating,9,Mark.bmp,3,Knowledge,13,Far
23544,H,SP-R,C,SP-R_C10,SP-R_Ctrl_Final1,Rating,10,Adam.bmp,3,Knowledge,45,Far
23545,H,SP-R,C,SP-R_C10,SP-R_Ctrl_Final1,Rating,10,Mark.bmp,3,Knowledge,65,Close
23546,H,SP-R,C,SP-R_C1,SP-R_Ctrl_Final1,Rating,1,Adam.bmp,4,Acc,77,Close
23547,H,SP-R,C,SP-R_C1,SP-R_Ctrl_Final1,Rating,1,Mark.bmp,4,Acc,38,Far
23548,H,SP-R,C,SP-R_C2,SP-R_Ctrl_Final1,Rating,2,NA,4,Acc,NA,NA
23549,H,SP-R,C,SP-R_C2,SP-R_Ctrl_Final1,Rating,2,NA,4,Acc,NA,NA
23550,H,SP-R,C,SP-R_C3,SP-R_Ctrl_Final1,Rating,3,Adam.bmp,4,Acc,77,Close
23551,H,SP-R,C,SP-R_C3,SP-R_Ctrl_Final1,Rating,3,Mark.bmp,4,Acc,76,Far
23552,H,SP-R,C,SP-R_C4,SP-R_Ctrl_Final1,Rating,4,Adam.bmp,4,Acc,56,Far
23553,H,SP-R,C,SP-R_C4,SP-R_Ctrl_Final1,Rating,4,Mark.bmp,4,Acc,73,Close
23554,H,SP-R,C,SP-R_C5,SP-R_Ctrl_Final1,Rating,5,Adam.bmp,4,Acc,85,Close
23555,H,SP-R,C,SP-R_C5,SP-R_Ctrl_Final1,Rating,5,Mark.bmp,4,Acc,61,Far
23556,H,SP-R,C,SP-R_C6,SP-R_Ctrl_Final1,Rating,6,Adam.bmp,4,Acc,99,Far
23557,H,SP-R,C,SP-R_C6,SP-R_Ctrl_Final1,Rating,6,Mark.bmp,4,Acc,99,Close
23558,H,SP-R,C,SP-R_C7,SP-R_Ctrl_Final1,Rating,7,Adam.bmp,4,Acc,50,Close
23559,H,SP-R,C,SP-R_C7,SP-R_Ctrl_Final1,Rating,7,Mark.bmp,4,Acc,59,Far
23560,H,SP-R,C,SP-R_C8,SP-R_Ctrl_Final1,Rating,8,Adam.bmp,4,Acc,38,Far
23561,H,SP-R,C,SP-R_C8,SP-R_Ctrl_Final1,Rating,8,Mark.bmp,4,Acc,59,Close
23562,H,SP-R,C,SP-R_C9,SP-R_Ctrl_Final1,Rating,9,Adam.bmp,4,Acc,72,Close
23563,H,SP-R,C,SP-R_C9,SP-R_Ctrl_Final1,Rating,9,Mark.bmp,4,Acc,22,Far
23564,H,SP-R,C,SP-R_C10,SP-R_Ctrl_Final1,Rating,10,Adam.bmp,4,Acc,39,Far
23565,H,SP-R,C,SP-R_C10,SP-R_Ctrl_Final1,Rating,10,Mark.bmp,4,Acc,70,Close
23566,H,SP-R,C,SP-R_C1,SP-R_Ctrl_Final1,Rating,1,Adam.bmp,5,Trust,79,Close
23567,H,SP-R,C,SP-R_C1,SP-R_Ctrl_Final1,Rating,1,Mark.bmp,5,Trust,25,Far
23568,H,SP-R,C,SP-R_C2,SP-R_Ctrl_Final1,Rating,2,NA,5,Trust,NA,NA
23569,H,SP-R,C,SP-R_C2,SP-R_Ctrl_Final1,Rating,2,NA,5,Trust,NA,NA
23570,H,SP-R,C,SP-R_C3,SP-R_Ctrl_Final1,Rating,3,Adam.bmp,5,Trust,68,Close
23571,H,SP-R,C,SP-R_C3,SP-R_Ctrl_Final1,Rating,3,Mark.bmp,5,Trust,41,Far
23572,H,SP-R,C,SP-R_C4,SP-R_Ctrl_Final1,Rating,4,Adam.bmp,5,Trust,36,Far
23573,H,SP-R,C,SP-R_C4,SP-R_Ctrl_Final1,Rating,4,Mark.bmp,5,Trust,59,Close
23574,H,SP-R,C,SP-R_C5,SP-R_Ctrl_Final1,Rating,5,Adam.bmp,5,Trust,87,Close
23575,H,SP-R,C,SP-R_C5,SP-R_Ctrl_Final1,Rating,5,Mark.bmp,5,Trust,21,Far
23576,H,SP-R,C,SP-R_C6,SP-R_Ctrl_Final1,Rating,6,Adam.bmp,5,Trust,99,Far
23577,H,SP-R,C,SP-R_C6,SP-R_Ctrl_Final1,Rating,6,Mark.bmp,5,Trust,99,Close
23578,H,SP-R,C,SP-R_C7,SP-R_Ctrl_Final1,Rating,7,Adam.bmp,5,Trust,39,Close
23579,H,SP-R,C,SP-R_C7,SP-R_Ctrl_Final1,Rating,7,Mark.bmp,5,Trust,59,Far
23580,H,SP-R,C,SP-R_C8,SP-R_Ctrl_Final1,Rating,8,Adam.bmp,5,Trust,35,Far
23581,H,SP-R,C,SP-R_C8,SP-R_Ctrl_Final1,Rating,8,Mark.bmp,5,Trust,27,Close
23582,H,SP-R,C,SP-R_C9,SP-R_Ctrl_Final1,Rating,9,Adam.bmp,5,Trust,76,Close
23583,H,SP-R,C,SP-R_C9,SP-R_Ctrl_Final1,Rating,9,Mark.bmp,5,Trust,12,Far
23584,H,SP-R,C,SP-R_C10,SP-R_Ctrl_Final1,Rating,10,Adam.bmp,5,Trust,36,Far
23585,H,SP-R,C,SP-R_C10,SP-R_Ctrl_Final1,Rating,10,Mark.bmp,5,Trust,68,Close
23586,H,SP-R,C,SP-R_C1,SP-R_Ctrl_Final1,Rating,1,Adam.bmp,6,Attract,58,Close
23587,H,SP-R,C,SP-R_C1,SP-R_Ctrl_Final1,Rating,1,Mark.bmp,6,Attract,42,Far
23588,H,SP-R,C,SP-R_C2,SP-R_Ctrl_Final1,Rating,2,NA,6,Attract,NA,NA
23589,H,SP-R,C,SP-R_C2,SP-R_Ctrl_Final1,Rating,2,NA,6,Attract,NA,NA
23590,H,SP-R,C,SP-R_C3,SP-R_Ctrl_Final1,Rating,3,Adam.bmp,6,Attract,51,Close
23591,H,SP-R,C,SP-R_C3,SP-R_Ctrl_Final1,Rating,3,Mark.bmp,6,Attract,66,Far
23592,H,SP-R,C,SP-R_C4,SP-R_Ctrl_Final1,Rating,4,Adam.bmp,6,Attract,21,Far
23593,H,SP-R,C,SP-R_C4,SP-R_Ctrl_Final1,Rating,4,Mark.bmp,6,Attract,50,Close
23594,H,SP-R,C,SP-R_C5,SP-R_Ctrl_Final1,Rating,5,Adam.bmp,6,Attract,73,Close
23595,H,SP-R,C,SP-R_C5,SP-R_Ctrl_Final1,Rating,5,Mark.bmp,6,Attract,19,Far
23596,H,SP-R,C,SP-R_C6,SP-R_Ctrl_Final1,Rating,6,Adam.bmp,6,Attract,42,Far
23597,H,SP-R,C,SP-R_C6,SP-R_Ctrl_Final1,Rating,6,Mark.bmp,6,Attract,35,Close
23598,H,SP-R,C,SP-R_C7,SP-R_Ctrl_Final1,Rating,7,Adam.bmp,6,Attract,1,Close
23599,H,SP-R,C,SP-R_C7,SP-R_Ctrl_Final1,Rating,7,Mark.bmp,6,Attract,1,Far
23600,H,SP-R,C,SP-R_C8,SP-R_Ctrl_Final1,Rating,8,Adam.bmp,6,Attract,27,Far
23601,H,SP-R,C,SP-R_C8,SP-R_Ctrl_Final1,Rating,8,Mark.bmp,6,Attract,35,Close
23602,H,SP-R,C,SP-R_C9,SP-R_Ctrl_Final1,Rating,9,Adam.bmp,6,Attract,22,Close
23603,H,SP-R,C,SP-R_C9,SP-R_Ctrl_Final1,Rating,9,Mark.bmp,6,Attract,68,Far
23604,H,SP-R,C,SP-R_C10,SP-R_Ctrl_Final1,Rating,10,Adam.bmp,6,Attract,53,Far
23605,H,SP-R,C,SP-R_C10,SP-R_Ctrl_Final1,Rating,10,Mark.bmp,6,Attract,21,Close
